Sr.,Subject,Topic,Subtopic,Used,Used_At,Times_Shown,Last_Shown_At,Video_URL,Notes,Active
53513,World Religions,Islam,Sunni Islam,FALSE,,0,,,,TRUE
53514,World Religions,Islam,Shia Islam,FALSE,,0,,,,TRUE
53515,World Religions,Islam,Islamic Festivals,FALSE,,0,,,,TRUE
53516,World Religions,Islam,Islamic Ethics,FALSE,,0,,,,TRUE
53517,World Religions,Hinduism,Vedas,FALSE,,0,,,,TRUE
53518,World Religions,Hinduism,Upanishads,FALSE,,0,,,,TRUE
53519,World Religions,Hinduism,Dharma,FALSE,,0,,,,TRUE
53520,World Religions,Hinduism,Karma,FALSE,,0,,,,TRUE
53521,World Religions,Hinduism,Samsara,FALSE,,0,,,,TRUE
53522,World Religions,Hinduism,Moksha,FALSE,,0,,,,TRUE
53523,World Religions,Hinduism,Yoga,FALSE,,0,,,,TRUE
53524,World Religions,Hinduism,Major Deities,FALSE,,0,,,,TRUE
53525,World Religions,Hinduism,Bhagavad Gita,FALSE,,0,,,,TRUE
53526,World Religions,Hinduism,Hindu Festivals,FALSE,,0,,,,TRUE
53527,World Religions,Buddhism,Siddhartha Gautama,FALSE,,0,,,,TRUE
53528,World Religions,Buddhism,Four Noble Truths,FALSE,,0,,,,TRUE
53529,World Religions,Buddhism,Eightfold Path,FALSE,,0,,,,TRUE
53530,World Religions,Buddhism,Nirvana,FALSE,,0,,,,TRUE
53531,World Religions,Buddhism,Karma,FALSE,,0,,,,TRUE
53532,World Religions,Buddhism,Rebirth,FALSE,,0,,,,TRUE
53533,World Religions,Buddhism,Theravada,FALSE,,0,,,,TRUE
53534,World Religions,Buddhism,Mahayana,FALSE,,0,,,,TRUE
53535,World Religions,Buddhism,Vajrayana,FALSE,,0,,,,TRUE
53536,World Religions,Buddhism,Buddhist Monasticism,FALSE,,0,,,,TRUE
53537,World Religions,Sikhism,Guru Nanak,FALSE,,0,,,,TRUE
53538,World Religions,Sikhism,Ten Gurus,FALSE,,0,,,,TRUE
53539,World Religions,Sikhism,Guru Granth Sahib,FALSE,,0,,,,TRUE
53540,World Religions,Sikhism,Khalsa,FALSE,,0,,,,TRUE
53541,World Religions,Sikhism,Five Ks,FALSE,,0,,,,TRUE
53542,World Religions,Sikhism,Gurdwara,FALSE,,0,,,,TRUE
53543,World Religions,Sikhism,Langar,FALSE,,0,,,,TRUE
53544,World Religions,Sikhism,Sikh Festivals,FALSE,,0,,,,TRUE
53545,World Religions,Sikhism,Sikh Ethics,FALSE,,0,,,,TRUE
53546,World Religions,Jainism,Mahavira,FALSE,,0,,,,TRUE
53547,World Religions,Jainism,Tirthankaras,FALSE,,0,,,,TRUE
53548,World Religions,Jainism,Ahimsa,FALSE,,0,,,,TRUE
53549,World Religions,Jainism,Anekantavada,FALSE,,0,,,,TRUE
53550,World Religions,Jainism,Karma,FALSE,,0,,,,TRUE
53551,World Religions,Jainism,Moksha,FALSE,,0,,,,TRUE
53552,World Religions,Jainism,Digambara,FALSE,,0,,,,TRUE
53553,World Religions,Jainism,Svetambara,FALSE,,0,,,,TRUE
53554,World Religions,Jainism,Jain Ethics,FALSE,,0,,,,TRUE
53555,World Religions,Chinese Religions,Confucianism,FALSE,,0,,,,TRUE
53556,World Religions,Chinese Religions,Confucius,FALSE,,0,,,,TRUE
53557,World Religions,Chinese Religions,Daoism,FALSE,,0,,,,TRUE
53558,World Religions,Chinese Religions,Laozi,FALSE,,0,,,,TRUE
53559,World Religions,Chinese Religions,Dao,FALSE,,0,,,,TRUE
53560,World Religions,Chinese Religions,Yin and Yang,FALSE,,0,,,,TRUE
53561,World Religions,Chinese Religions,Ancestor Veneration,FALSE,,0,,,,TRUE
53562,World Religions,Chinese Religions,Chinese Folk Religion,FALSE,,0,,,,TRUE
53563,World Religions,Chinese Religions,Religious Syncretism,FALSE,,0,,,,TRUE
53564,World Religions,Japanese Religions,Shinto,FALSE,,0,,,,TRUE
53565,World Religions,Japanese Religions,Kami,FALSE,,0,,,,TRUE
53566,World Religions,Japanese Religions,Shrines,FALSE,,0,,,,TRUE
53567,World Religions,Japanese Religions,Purification,FALSE,,0,,,,TRUE
53568,World Religions,Japanese Religions,Shinto Festivals,FALSE,,0,,,,TRUE
53569,World Religions,Japanese Religions,Buddhism in Japan,FALSE,,0,,,,TRUE
53570,World Religions,Japanese Religions,Zen Buddhism,FALSE,,0,,,,TRUE
53571,World Religions,Japanese Religions,Religious Syncretism,FALSE,,0,,,,TRUE
53572,World Religions,Indigenous Religions,Animism,FALSE,,0,,,,TRUE
53573,World Religions,Indigenous Religions,Ancestor Worship,FALSE,,0,,,,TRUE
53574,World Religions,Indigenous Religions,Shamanism,FALSE,,0,,,,TRUE
53575,World Religions,Indigenous Religions,Totemism,FALSE,,0,,,,TRUE
53576,World Religions,Indigenous Religions,Nature Spirits,FALSE,,0,,,,TRUE
53577,World Religions,Indigenous Religions,Oral Traditions,FALSE,,0,,,,TRUE
53578,World Religions,Indigenous Religions,Sacred Landscapes,FALSE,,0,,,,TRUE
53579,World Religions,Indigenous Religions,Community Rituals,FALSE,,0,,,,TRUE
53580,World Religions,Religion & Society,Religion and Culture,FALSE,,0,,,,TRUE
53581,World Religions,Religion & Society,Religion and Politics,FALSE,,0,,,,TRUE
53582,World Religions,Religion & Society,Religion and Law,FALSE,,0,,,,TRUE
53583,World Religions,Religion & Society,Religion and Education,FALSE,,0,,,,TRUE
53584,World Religions,Religion & Society,Religion and Conflict,FALSE,,0,,,,TRUE
53585,World Religions,Religion & Society,Interfaith Dialogue,FALSE,,0,,,,TRUE
53586,World Religions,Religion & Society,Secularization,FALSE,,0,,,,TRUE
53587,World Religions,Religion & Society,Religious Pluralism,FALSE,,0,,,,TRUE
53588,World Religions,Sacred Places & Pilgrimage,Jerusalem,FALSE,,0,,,,TRUE
53589,World Religions,Sacred Places & Pilgrimage,Mecca,FALSE,,0,,,,TRUE
53590,World Religions,Sacred Places & Pilgrimage,Medina,FALSE,,0,,,,TRUE
53591,World Religions,Sacred Places & Pilgrimage,Vatican City,FALSE,,0,,,,TRUE
53592,World Religions,Sacred Places & Pilgrimage,Varanasi,FALSE,,0,,,,TRUE
53593,World Religions,Sacred Places & Pilgrimage,Bodh Gaya,FALSE,,0,,,,TRUE
53594,World Religions,Sacred Places & Pilgrimage,Amritsar,FALSE,,0,,,,TRUE
53595,World Religions,Sacred Places & Pilgrimage,Pilgrimage Traditions,FALSE,,0,,,,TRUE
53596,World Religions,Sacred Places & Pilgrimage,Sacred Geography,FALSE,,0,,,,TRUE
53597,Media & Communication,Communication Fundamentals,Communication Process,FALSE,,0,,,,TRUE
53598,Media & Communication,Communication Fundamentals,Sender,FALSE,,0,,,,TRUE
53599,Media & Communication,Communication Fundamentals,Message,FALSE,,0,,,,TRUE
53600,Media & Communication,Communication Fundamentals,Channel,FALSE,,0,,,,TRUE
53601,Media & Communication,Communication Fundamentals,Receiver,FALSE,,0,,,,TRUE
53602,Media & Communication,Communication Fundamentals,Feedback,FALSE,,0,,,,TRUE
53603,Media & Communication,Communication Fundamentals,Noise,FALSE,,0,,,,TRUE
53604,Media & Communication,Communication Fundamentals,Context,FALSE,,0,,,,TRUE
53605,Media & Communication,Communication Fundamentals,Verbal Communication,FALSE,,0,,,,TRUE
53606,Media & Communication,Communication Fundamentals,Nonverbal Communication,FALSE,,0,,,,TRUE
53607,Media & Communication,Communication Theories,Linear Model,FALSE,,0,,,,TRUE
53608,Media & Communication,Communication Theories,Interactive Model,FALSE,,0,,,,TRUE
53609,Media & Communication,Communication Theories,Transactional Model,FALSE,,0,,,,TRUE
53610,Media & Communication,Communication Theories,Uses and Gratifications,FALSE,,0,,,,TRUE
53611,Media & Communication,Communication Theories,Agenda Setting,FALSE,,0,,,,TRUE
53612,Media & Communication,Communication Theories,Cultivation Theory,FALSE,,0,,,,TRUE
53613,Media & Communication,Communication Theories,Spiral of Silence,FALSE,,0,,,,TRUE
53614,Media & Communication,Communication Theories,Diffusion of Innovations,FALSE,,0,,,,TRUE
53615,Media & Communication,Communication Theories,Framing Theory,FALSE,,0,,,,TRUE
53616,Media & Communication,Mass Communication,Mass Media,FALSE,,0,,,,TRUE
53617,Media & Communication,Mass Communication,Print Media,FALSE,,0,,,,TRUE
53618,Media & Communication,Mass Communication,Broadcast Media,FALSE,,0,,,,TRUE
53619,Media & Communication,Mass Communication,Digital Media,FALSE,,0,,,,TRUE
53620,Media & Communication,Mass Communication,Media Audiences,FALSE,,0,,,,TRUE
53621,Media & Communication,Mass Communication,Media Effects,FALSE,,0,,,,TRUE
53622,Media & Communication,Mass Communication,Public Opinion,FALSE,,0,,,,TRUE
53623,Media & Communication,Mass Communication,Media Institutions,FALSE,,0,,,,TRUE
53624,Media & Communication,Mass Communication,Media Ownership,FALSE,,0,,,,TRUE
53625,Media & Communication,Print Media,Newspapers,FALSE,,0,,,,TRUE
53626,Media & Communication,Print Media,Magazines,FALSE,,0,,,,TRUE
53627,Media & Communication,Print Media,Books,FALSE,,0,,,,TRUE
53628,Media & Communication,Print Media,Print Production,FALSE,,0,,,,TRUE
53629,Media & Communication,Print Media,News Values,FALSE,,0,,,,TRUE
53630,Media & Communication,Print Media,Editorials,FALSE,,0,,,,TRUE
53631,Media & Communication,Print Media,Columns,FALSE,,0,,,,TRUE
53632,Media & Communication,Print Media,Features,FALSE,,0,,,,TRUE
53633,Media & Communication,Print Media,Circulation,FALSE,,0,,,,TRUE
53634,Media & Communication,Broadcast Media,Radio,FALSE,,0,,,,TRUE
53635,Media & Communication,Broadcast Media,Television,FALSE,,0,,,,TRUE
53636,Media & Communication,Broadcast Media,Broadcast Journalism,FALSE,,0,,,,TRUE
53637,Media & Communication,Broadcast Media,Programming,FALSE,,0,,,,TRUE
53638,Media & Communication,Broadcast Media,News Bulletins,FALSE,,0,,,,TRUE
53639,Media & Communication,Broadcast Media,Talk Shows,FALSE,,0,,,,TRUE
53640,Media & Communication,Broadcast Media,Documentaries,FALSE,,0,,,,TRUE
53641,Media & Communication,Broadcast Media,Public Broadcasting,FALSE,,0,,,,TRUE
53642,Media & Communication,Broadcast Media,Commercial Broadcasting,FALSE,,0,,,,TRUE
53643,Media & Communication,Digital Media,Web Media,FALSE,,0,,,,TRUE
53644,Media & Communication,Digital Media,Social Media,FALSE,,0,,,,TRUE
53645,Media & Communication,Digital Media,Online Communities,FALSE,,0,,,,TRUE
53646,Media & Communication,Digital Media,Streaming Media,FALSE,,0,,,,TRUE
53647,Media & Communication,Digital Media,Podcasts,FALSE,,0,,,,TRUE
53648,Media & Communication,Digital Media,Mobile Media,FALSE,,0,,,,TRUE
53649,Media & Communication,Digital Media,Digital Platforms,FALSE,,0,,,,TRUE
53650,Media & Communication,Digital Media,User-Generated Content,FALSE,,0,,,,TRUE
53651,Media & Communication,Digital Media,Influencers,FALSE,,0,,,,TRUE
53652,Media & Communication,Social Media,Social Networks,FALSE,,0,,,,TRUE
53653,Media & Communication,Social Media,Content Sharing,FALSE,,0,,,,TRUE
53654,Media & Communication,Social Media,Hashtags,FALSE,,0,,,,TRUE
53655,Media & Communication,Social Media,Viral Content,FALSE,,0,,,,TRUE
53656,Media & Communication,Social Media,Algorithms,FALSE,,0,,,,TRUE
53657,Media & Communication,Social Media,Engagement,FALSE,,0,,,,TRUE
53658,Media & Communication,Social Media,Online Identity,FALSE,,0,,,,TRUE
53659,Media & Communication,Social Media,Digital Communities,FALSE,,0,,,,TRUE
53660,Media & Communication,Social Media,Platform Governance,FALSE,,0,,,,TRUE
53661,Media & Communication,Media Law & Ethics,Freedom of Expression,FALSE,,0,,,,TRUE
53662,Media & Communication,Media Law & Ethics,Defamation,FALSE,,0,,,,TRUE
53663,Media & Communication,Media Law & Ethics,Privacy,FALSE,,0,,,,TRUE
53664,Media & Communication,Media Law & Ethics,Copyright,FALSE,,0,,,,TRUE
53665,Media & Communication,Media Law & Ethics,Media Regulation,FALSE,,0,,,,TRUE
53666,Media & Communication,Media Law & Ethics,Journalistic Ethics,FALSE,,0,,,,TRUE
53667,Media & Communication,Media Law & Ethics,Conflict of Interest,FALSE,,0,,,,TRUE
53668,Media & Communication,Media Law & Ethics,Hate Speech,FALSE,,0,,,,TRUE
53669,Media & Communication,Media Law & Ethics,Media Accountability,FALSE,,0,,,,TRUE
53670,Media & Communication,Advertising,Advertising Objectives,FALSE,,0,,,,TRUE
53671,Media & Communication,Advertising,Target Audience,FALSE,,0,,,,TRUE
53672,Media & Communication,Advertising,Advertising Media,FALSE,,0,,,,TRUE
53673,Media & Communication,Advertising,Creative Strategy,FALSE,,0,,,,TRUE
53674,Media & Communication,Advertising,Copywriting,FALSE,,0,,,,TRUE
53675,Media & Communication,Advertising,Brand Advertising,FALSE,,0,,,,TRUE
53676,Media & Communication,Advertising,Public Service Advertising,FALSE,,0,,,,TRUE
53677,Media & Communication,Advertising,Digital Advertising,FALSE,,0,,,,TRUE
53678,Media & Communication,Public Relations,Public Relations Process,FALSE,,0,,,,TRUE
53679,Media & Communication,Public Relations,Stakeholders,FALSE,,0,,,,TRUE
53680,Media & Communication,Public Relations,Media Relations,FALSE,,0,,,,TRUE
53681,Media & Communication,Public Relations,Press Releases,FALSE,,0,,,,TRUE
53682,Media & Communication,Public Relations,Crisis Communication,FALSE,,0,,,,TRUE
53683,Media & Communication,Public Relations,Corporate Communication,FALSE,,0,,,,TRUE
53684,Media & Communication,Public Relations,Reputation Management,FALSE,,0,,,,TRUE
53685,Media & Communication,Public Relations,Publicity,FALSE,,0,,,,TRUE
53686,Media & Communication,Political Communication,Political Campaigns,FALSE,,0,,,,TRUE
53687,Media & Communication,Political Communication,Election Media,FALSE,,0,,,,TRUE
53688,Media & Communication,Political Communication,Political Advertising,FALSE,,0,,,,TRUE
53689,Media & Communication,Political Communication,Propaganda,FALSE,,0,,,,TRUE
53690,Media & Communication,Political Communication,Public Opinion,FALSE,,0,,,,TRUE
53691,Media & Communication,Political Communication,Media and Democracy,FALSE,,0,,,,TRUE
53692,Media & Communication,Political Communication,Government Communication,FALSE,,0,,,,TRUE
53693,Media & Communication,Political Communication,Disinformation,FALSE,,0,,,,TRUE
53694,Media & Communication,Media Literacy,Source Evaluation,FALSE,,0,,,,TRUE
53695,Media & Communication,Media Literacy,Misinformation,FALSE,,0,,,,TRUE
53696,Media & Communication,Media Literacy,Disinformation,FALSE,,0,,,,TRUE
53697,Media & Communication,Media Literacy,Fake News,FALSE,,0,,,,TRUE
53698,Media & Communication,Media Literacy,Bias,FALSE,,0,,,,TRUE
53699,Media & Communication,Media Literacy,Fact-Checking,FALSE,,0,,,,TRUE
53700,Media & Communication,Media Literacy,Digital Literacy,FALSE,,0,,,,TRUE
53701,Media & Communication,Media Literacy,Algorithmic Literacy,FALSE,,0,,,,TRUE
53702,Media & Communication,Media Literacy,Visual Literacy,FALSE,,0,,,,TRUE
53703,Media & Communication,Communication Research,Content Analysis,FALSE,,0,,,,TRUE
53704,Media & Communication,Communication Research,Audience Research,FALSE,,0,,,,TRUE
53705,Media & Communication,Communication Research,Surveys,FALSE,,0,,,,TRUE
53706,Media & Communication,Communication Research,Interviews,FALSE,,0,,,,TRUE
53707,Media & Communication,Communication Research,Focus Groups,FALSE,,0,,,,TRUE
53708,Media & Communication,Communication Research,Media Monitoring,FALSE,,0,,,,TRUE
53709,Media & Communication,Communication Research,Quantitative Research,FALSE,,0,,,,TRUE
53710,Media & Communication,Communication Research,Qualitative Research,FALSE,,0,,,,TRUE
53711,Media & Communication,Communication Research,Research Ethics,FALSE,,0,,,,TRUE
53712,Journalism,Journalism Fundamentals,Definition of Journalism,FALSE,,0,,,,TRUE
53713,Journalism,Journalism Fundamentals,Functions of Journalism,FALSE,,0,,,,TRUE
53714,Journalism,Journalism Fundamentals,News,FALSE,,0,,,,TRUE
53715,Journalism,Journalism Fundamentals,Public Interest,FALSE,,0,,,,TRUE
53716,Journalism,Journalism Fundamentals,Journalistic Independence,FALSE,,0,,,,TRUE
53717,Journalism,Journalism Fundamentals,Objectivity,FALSE,,0,,,,TRUE
53718,Journalism,Journalism Fundamentals,Accuracy,FALSE,,0,,,,TRUE
53719,Journalism,Journalism Fundamentals,Fairness,FALSE,,0,,,,TRUE
53720,Journalism,Journalism Fundamentals,Accountability,FALSE,,0,,,,TRUE
53721,Journalism,News Values,Timeliness,FALSE,,0,,,,TRUE
53722,Journalism,News Values,Proximity,FALSE,,0,,,,TRUE
53723,Journalism,News Values,Impact,FALSE,,0,,,,TRUE
53724,Journalism,News Values,Prominence,FALSE,,0,,,,TRUE
53725,Journalism,News Values,Conflict,FALSE,,0,,,,TRUE
53726,Journalism,News Values,Human Interest,FALSE,,0,,,,TRUE
53727,Journalism,News Values,Novelty,FALSE,,0,,,,TRUE
53728,Journalism,News Values,Relevance,FALSE,,0,,,,TRUE
53729,Journalism,News Values,Magnitude,FALSE,,0,,,,TRUE
53730,Journalism,News Reporting,News Gathering,FALSE,,0,,,,TRUE
53731,Journalism,News Reporting,Sources,FALSE,,0,,,,TRUE
53732,Journalism,News Reporting,Interviews,FALSE,,0,,,,TRUE
53733,Journalism,News Reporting,Observation,FALSE,,0,,,,TRUE
53734,Journalism,News Reporting,Verification,FALSE,,0,,,,TRUE
53735,Journalism,News Reporting,Beat Reporting,FALSE,,0,,,,TRUE
53736,Journalism,News Reporting,Field Reporting,FALSE,,0,,,,TRUE
53737,Journalism,News Reporting,Follow-Up Stories,FALSE,,0,,,,TRUE
53738,Journalism,News Reporting,Deadline Reporting,FALSE,,0,,,,TRUE
53739,Journalism,News Writing,Inverted Pyramid,FALSE,,0,,,,TRUE
53740,Journalism,News Writing,Lead Writing,FALSE,,0,,,,TRUE
53741,Journalism,News Writing,Headline Writing,FALSE,,0,,,,TRUE
53742,Journalism,News Writing,Body Copy,FALSE,,0,,,,TRUE
53743,Journalism,News Writing,Attribution,FALSE,,0,,,,TRUE
53744,Journalism,News Writing,Quotes,FALSE,,0,,,,TRUE
53745,Journalism,News Writing,Transitions,FALSE,,0,,,,TRUE
53746,Journalism,News Writing,News Style,FALSE,,0,,,,TRUE
53747,Journalism,News Writing,Clarity and Concision,FALSE,,0,,,,TRUE
53748,Journalism,Editing,Copy Editing,FALSE,,0,,,,TRUE
53749,Journalism,Editing,Fact Checking,FALSE,,0,,,,TRUE
53750,Journalism,Editing,Proofreading,FALSE,,0,,,,TRUE
53751,Journalism,Editing,Headline Editing,FALSE,,0,,,,TRUE
53752,Journalism,Editing,Style Guides,FALSE,,0,,,,TRUE
53753,Journalism,Editing,Grammar in Journalism,FALSE,,0,,,,TRUE
53754,Journalism,Editing,Newsroom Workflow,FALSE,,0,,,,TRUE
53755,Journalism,Editing,Editorial Judgment,FALSE,,0,,,,TRUE
53756,Journalism,Feature Writing,Feature Stories,FALSE,,0,,,,TRUE
53757,Journalism,Feature Writing,Profiles,FALSE,,0,,,,TRUE
53758,Journalism,Feature Writing,Human Interest Features,FALSE,,0,,,,TRUE
53759,Journalism,Feature Writing,Travel Writing,FALSE,,0,,,,TRUE
53760,Journalism,Feature Writing,Science Writing,FALSE,,0,,,,TRUE
53761,Journalism,Feature Writing,Explanatory Journalism,FALSE,,0,,,,TRUE
53762,Journalism,Feature Writing,Longform Journalism,FALSE,,0,,,,TRUE
53763,Journalism,Feature Writing,Narrative Journalism,FALSE,,0,,,,TRUE
53764,Journalism,Investigative Journalism,Investigative Reporting,FALSE,,0,,,,TRUE
53765,Journalism,Investigative Journalism,Public Records,FALSE,,0,,,,TRUE
53766,Journalism,Investigative Journalism,Data Analysis,FALSE,,0,,,,TRUE
53767,Journalism,Investigative Journalism,Source Protection,FALSE,,0,,,,TRUE
53768,Journalism,Investigative Journalism,Whistleblowers,FALSE,,0,,,,TRUE
53769,Journalism,Investigative Journalism,Undercover Reporting,FALSE,,0,,,,TRUE
53770,Journalism,Investigative Journalism,Accountability Journalism,FALSE,,0,,,,TRUE
53771,Journalism,Investigative Journalism,Document Verification,FALSE,,0,,,,TRUE
53772,Journalism,Broadcast Journalism,Radio News,FALSE,,0,,,,TRUE
53773,Journalism,Broadcast Journalism,Television News,FALSE,,0,,,,TRUE
53774,Journalism,Broadcast Journalism,News Scripts,FALSE,,0,,,,TRUE
53775,Journalism,Broadcast Journalism,Anchoring,FALSE,,0,,,,TRUE
53776,Journalism,Broadcast Journalism,Voice Delivery,FALSE,,0,,,,TRUE
53777,Journalism,Broadcast Journalism,Live Reporting,FALSE,,0,,,,TRUE
53778,Journalism,Broadcast Journalism,News Packages,FALSE,,0,,,,TRUE
53779,Journalism,Broadcast Journalism,Broadcast Interviews,FALSE,,0,,,,TRUE
53780,Journalism,Digital Journalism,Online News,FALSE,,0,,,,TRUE
53781,Journalism,Digital Journalism,Mobile Journalism,FALSE,,0,,,,TRUE
53782,Journalism,Digital Journalism,Multimedia Storytelling,FALSE,,0,,,,TRUE
53783,Journalism,Digital Journalism,Live Blogs,FALSE,,0,,,,TRUE
53784,Journalism,Digital Journalism,Data Journalism,FALSE,,0,,,,TRUE
53785,Journalism,Digital Journalism,Interactive Journalism,FALSE,,0,,,,TRUE
53786,Journalism,Digital Journalism,SEO for News,FALSE,,0,,,,TRUE
53787,Journalism,Digital Journalism,Social Media Reporting,FALSE,,0,,,,TRUE
53788,Journalism,Photojournalism,News Photography,FALSE,,0,,,,TRUE
53789,Journalism,Photojournalism,Photo Ethics,FALSE,,0,,,,TRUE
53790,Journalism,Photojournalism,Captions,FALSE,,0,,,,TRUE
53791,Journalism,Photojournalism,Composition,FALSE,,0,,,,TRUE
53792,Journalism,Photojournalism,Visual Storytelling,FALSE,,0,,,,TRUE
53793,Journalism,Photojournalism,Documentary Photography,FALSE,,0,,,,TRUE
53794,Journalism,Photojournalism,Image Verification,FALSE,,0,,,,TRUE
53795,Journalism,Journalism Ethics,Accuracy,FALSE,,0,,,,TRUE
53796,Journalism,Journalism Ethics,Impartiality,FALSE,,0,,,,TRUE
53797,Journalism,Journalism Ethics,Conflicts of Interest,FALSE,,0,,,,TRUE
53798,Journalism,Journalism Ethics,Privacy,FALSE,,0,,,,TRUE
53799,Journalism,Journalism Ethics,Minimizing Harm,FALSE,,0,,,,TRUE
53800,Journalism,Journalism Ethics,Anonymous Sources,FALSE,,0,,,,TRUE
53801,Journalism,Journalism Ethics,Corrections,FALSE,,0,,,,TRUE
53802,Journalism,Journalism Ethics,Plagiarism,FALSE,,0,,,,TRUE
53803,Journalism,Journalism Ethics,Sensationalism,FALSE,,0,,,,TRUE
53804,Journalism,Media Law for Journalists,Defamation,FALSE,,0,,,,TRUE
53805,Journalism,Media Law for Journalists,Contempt of Court,FALSE,,0,,,,TRUE
53806,Journalism,Media Law for Journalists,Privacy Law,FALSE,,0,,,,TRUE
53807,Journalism,Media Law for Journalists,Copyright,FALSE,,0,,,,TRUE
53808,Journalism,Media Law for Journalists,Access to Information,FALSE,,0,,,,TRUE
53809,Journalism,Media Law for Journalists,Source Confidentiality,FALSE,,0,,,,TRUE
53810,Journalism,Media Law for Journalists,Court Reporting Restrictions,FALSE,,0,,,,TRUE
53811,Journalism,Specialized Journalism,Political Journalism,FALSE,,0,,,,TRUE
53812,Journalism,Specialized Journalism,Business Journalism,FALSE,,0,,,,TRUE
53813,Journalism,Specialized Journalism,Sports Journalism,FALSE,,0,,,,TRUE
53814,Journalism,Specialized Journalism,Science Journalism,FALSE,,0,,,,TRUE
53815,Journalism,Specialized Journalism,Health Journalism,FALSE,,0,,,,TRUE
53816,Journalism,Specialized Journalism,Environmental Journalism,FALSE,,0,,,,TRUE
53817,Journalism,Specialized Journalism,Conflict Reporting,FALSE,,0,,,,TRUE
53818,Journalism,Specialized Journalism,Development Journalism,FALSE,,0,,,,TRUE
53819,Journalism,Journalism in Pakistan,Press History of Pakistan,FALSE,,0,,,,TRUE
53820,Journalism,Journalism in Pakistan,Print Media in Pakistan,FALSE,,0,,,,TRUE
53821,Journalism,Journalism in Pakistan,Electronic Media in Pakistan,FALSE,,0,,,,TRUE
53822,Journalism,Journalism in Pakistan,Press Freedom,FALSE,,0,,,,TRUE
53823,Journalism,Journalism in Pakistan,PEMRA,FALSE,,0,,,,TRUE
53824,Journalism,Journalism in Pakistan,Press Council of Pakistan,FALSE,,0,,,,TRUE
53825,Journalism,Journalism in Pakistan,Right to Information,FALSE,,0,,,,TRUE
53826,Journalism,Journalism in Pakistan,Journalistic Challenges,FALSE,,0,,,,TRUE
53827,Sports GK,Sports Fundamentals,Definition of Sport,FALSE,,0,,,,TRUE
53828,Sports GK,Sports Fundamentals,Amateur Sport,FALSE,,0,,,,TRUE
53829,Sports GK,Sports Fundamentals,Professional Sport,FALSE,,0,,,,TRUE
53830,Sports GK,Sports Fundamentals,Individual Sports,FALSE,,0,,,,TRUE
53831,Sports GK,Sports Fundamentals,Team Sports,FALSE,,0,,,,TRUE
53832,Sports GK,Sports Fundamentals,Indoor Sports,FALSE,,0,,,,TRUE
53833,Sports GK,Sports Fundamentals,Outdoor Sports,FALSE,,0,,,,TRUE
53834,Sports GK,Sports Fundamentals,Sportsmanship,FALSE,,0,,,,TRUE
53835,Sports GK,Sports Fundamentals,Fair Play,FALSE,,0,,,,TRUE
53836,Sports GK,Olympic Games,Ancient Olympics,FALSE,,0,,,,TRUE
53837,Sports GK,Olympic Games,Modern Olympics,FALSE,,0,,,,TRUE
53838,Sports GK,Olympic Games,International Olympic Committee,FALSE,,0,,,,TRUE
53839,Sports GK,Olympic Games,Summer Olympics,FALSE,,0,,,,TRUE
53840,Sports GK,Olympic Games,Winter Olympics,FALSE,,0,,,,TRUE
53841,Sports GK,Olympic Games,Olympic Rings,FALSE,,0,,,,TRUE
53842,Sports GK,Olympic Games,Olympic Flame,FALSE,,0,,,,TRUE
53843,Sports GK,Olympic Games,Olympic Motto,FALSE,,0,,,,TRUE
53844,Sports GK,Olympic Games,Olympic Sports,FALSE,,0,,,,TRUE
53845,Sports GK,Football,Laws of Football,FALSE,,0,,,,TRUE
53846,Sports GK,Football,FIFA,FALSE,,0,,,,TRUE
53847,Sports GK,Football,FIFA World Cup,FALSE,,0,,,,TRUE
53848,Sports GK,Football,UEFA,FALSE,,0,,,,TRUE
53849,Sports GK,Football,AFC,FALSE,,0,,,,TRUE
53850,Sports GK,Football,Football Positions,FALSE,,0,,,,TRUE
53851,Sports GK,Football,Penalty Kick,FALSE,,0,,,,TRUE
53852,Sports GK,Football,Offside Rule,FALSE,,0,,,,TRUE
53853,Sports GK,Football,Major Football Competitions,FALSE,,0,,,,TRUE
53854,Sports GK,Football,Famous Football Clubs,FALSE,,0,,,,TRUE
53855,Sports GK,Cricket,Laws of Cricket,FALSE,,0,,,,TRUE
53856,Sports GK,Cricket,ICC,FALSE,,0,,,,TRUE
53857,Sports GK,Cricket,Test Cricket,FALSE,,0,,,,TRUE
53858,Sports GK,Cricket,One Day Internationals,FALSE,,0,,,,TRUE
53859,Sports GK,Cricket,Twenty20 Cricket,FALSE,,0,,,,TRUE
53860,Sports GK,Cricket,Cricket World Cup,FALSE,,0,,,,TRUE
53861,Sports GK,Cricket,Batting,FALSE,,0,,,,TRUE
53862,Sports GK,Cricket,Bowling,FALSE,,0,,,,TRUE
53863,Sports GK,Cricket,Fielding,FALSE,,0,,,,TRUE
53864,Sports GK,Cricket,Wickets,FALSE,,0,,,,TRUE
53865,Sports GK,Cricket,Cricket Grounds,FALSE,,0,,,,TRUE
53866,Sports GK,Hockey,Field Hockey,FALSE,,0,,,,TRUE
53867,Sports GK,Hockey,International Hockey Federation,FALSE,,0,,,,TRUE
53868,Sports GK,Hockey,Hockey World Cup,FALSE,,0,,,,TRUE
53869,Sports GK,Hockey,Olympic Hockey,FALSE,,0,,,,TRUE
53870,Sports GK,Hockey,Hockey Positions,FALSE,,0,,,,TRUE
